0.0,9.839800262827018e-67,5.434763067420318e-106,2.5872896435285285e-105,0.0
0.0,1.6633383029490707e-62,1.388295590319918e-97,5.518767531862901e-97,0.0
0.0,8.964076066045768e-59,1.4108687986405324e-89,4.5198934166992274e-89,0.0
0.0,3.278413089122022e-55,1.3327278660593986e-81,2.523769344593819e-81,0.0
0.0,3.999697343686253e-53,2.568534692603546e-75,1.1091343877121527e-75,0.0
0.0,1.7372291008830655e-51,4.4968940207462025e-69,7.208226602636986e-70,0.0
0.0,1.794194614806811e-50,1.1852229847629523e-63,5.210173377780971e-65,0.0
0.0,9.789981761165461e-50,3.519127300419625e-59,3.659847683850894e-61,0.0
0.0,1.4094885728359595e-49,8.832206396731326e-57,3.3090698266617618e-59,0.0
0.0,2.7474095150707817e-47,4.90239549066343e-55,1.1643620511604269e-56,0.0
0.0,2.7951333589534585e-44,8.13657109718328e-53,2.729149316426272e-53,0.0
0.0,3.06660540533224e-41,9.806112441016681e-51,3.4431773190451683e-50,0.0
0.0,1.1498530979337803e-40,1.192634941925214e-49,6.01842443789373e-49,0.0
0.0,1.4052954272194326e-40,1.1177430912842346e-47,5.814018911365746e-47,0.0
0.0,1.4063455280741894e-39,1.0648807547560201e-44,5.578325731365094e-44,0.0
0.0,1.352185055254447e-38,2.999672083386987e-42,1.5742396513648315e-41,0.0
0.0,2.8352532058548485e-37,6.919428169204376e-40,3.63689563420235e-39,0.0
0.0,4.877705972176311e-36,1.0577247213606865e-37,5.539295818158693e-37,0.0
0.0,7.658017366432383e-35,2.823703490356354e-35,1.4807266447658904e-34,0.0
0.0,7.979409811540168e-34,9.502978480115245e-33,4.999954210164293e-32,0.0
0.0,1.3323276471945985e-32,2.9706692667564385e-30,1.5645590536940004e-29,0.0
0.0,3.5578026193106122e-31,5.1918028738945475e-28,2.7346152959243617e-27,0.0
0.0,5.5335757690964965e-30,3.279848160020214e-26,1.7283319729995878e-25,0.0
0.0,6.432687861010453e-28,2.7640438245292425e-24,1.4557978730528735e-23,0.0
0.0,3.3700407849917904e-26,1.6030920468761038e-22,8.447293313841001e-22,0.0
0.0,1.154980896524821e-23,1.697985655938161e-20,8.946639337467649e-20,0.0
0.0,4.8055932368472104e-21,2.538349235924536e-18,1.3368182418898526e-17,0.0
0.0,5.349049197003546e-19,1.50115407946664e-16,7.887051857839755e-16,0.0
0.0,7.684623560426596e-18,2.5366338899705073e-15,1.3241215548840439e-14,0.0
0.0,2.796500940636056e-16,1.2154043997192986e-13,6.349642656370131e-13,0.0
0.0,1.0455759239962208e-13,7.63057745371454e-12,3.679044207789591e-11,0.0
0.0,0.0,5.902193386356368e-08,3.1107267294625714e-07,0.0
0.0,0.0,0.0,0.1426903,0.0
